"id","date_collected","retailer_type","retailer_detail","food_type","food_detail","label_type","label_language","label_date","approximate_dollar_value","image_id","collection_lat","collection_long","label_explanation"
"5f4bd41b9bc38e8c3bf3ae41","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","yankee pot roast","package printed","sell by","2020-08-23","14.4","IMG_4031","40.69485","-73.9949",""
"5f4bd45c9bc38e8c3bf3ae42","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","chicken salad","package printed","sell by","2020-08-24","5.76","IMG_4032","40.69485","-73.9949",""
"5f4bd5249bc38e8c3bf3ae43","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","chicken salad","package printed","sell by","2020-08-21","6.23","IMG_4033","40.69485","-73.9949",""
"5f4bd56a9bc38e8c3bf3ae44","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","whitefish salad","package printed","sell by","2020-08-28","12.05","IMG_4034","40.69485","-73.9949",""
"5f4bd5a99bc38e8c3bf3ae45","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","pesto tortellini","package printed","sell by","2020-08-23","4.14","IMG_4035","40.69485","-73.9949",""
"5f4bd61c9bc38e8c3bf3ae46","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","cut cantaloupe","package printed","sell by","2020-08-22","4.34","IMG_4036","40.69485","-73.9949",""
"5f4bd69d9bc38e8c3bf3ae47","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","orzo pasta salad","package printed","sell by","2020-08-23","2.82","IMG_4037","40.69485","-73.9949",""
"5f4bd7059bc38e8c3bf3ae48","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","orzo pasta salad","package printed","sell by","2020-08-23","3.17","IMG_4038","40.69485","-73.9949",""
"5f4bd7879bc38e8c3bf3ae49","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","cut pineapple","package printed","sell by","2020-08-22","4.49","IMG_4039","40.69485","-73.9949",""
"5f4bd8279bc38e8c3bf3ae4a","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","toasted freekeh pilaf","package printed","sell by","2020-08-23","4.23","IMG_4040","40.69485","-73.9949",""
"5f4bd8c99bc38e8c3bf3ae4b","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","carrot and celery sticks","package printed","exp","2020-08-23","2.95","IMG_4045","40.69485","-73.9949",""
"5f4bd97f9bc38e8c3bf3ae4c","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","carrot and celery sticks","package printed","exp","2020-08-23","2.95","IMG_4046","40.69485","-73.9949",""
"5f4bd9999bc38e8c3bf3ae4d","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","carrot and celery sticks","package printed","exp","2020-08-23","2.95","IMG_4048","40.69485","-73.9949",""
"5f4bd9c69bc38e8c3bf3ae4e","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","orange slices","package printed","sell by","2020-08-23","4.05","IMG_4044","40.69485","-73.9949",""
"5f4bda3d9bc38e8c3bf3ae4f","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","roasted brussels sprouts","package printed","sell by","2020-08-18","10.55","IMG_4043","40.69485","-73.9949",""
"5f4bda7b9bc38e8c3bf3ae50","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","roasted cauliflower","package printed","sell by","2020-08-21","14.38","IMG_4042","40.69485","-73.9949",""
"5f4bdabb9bc38e8c3bf3ae51","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","roasted cauliflower","package printed","sell by","2020-08-24","10.43","IMG_4041","40.69485","-73.9949",""
"5f4bdb8f9bc38e8c3bf3ae52","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","brussels sprouts","package printed","","x0374107","3.99","IMG_4027","40.69485","-73.9949",""
"5f4bdbf29bc38e8c3bf3ae53","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","brussels sprouts","package printed","","x0374107","3.99","IMG_4026","40.69485","-73.9949",""
"5f4bdc0a9bc38e8c3bf3ae54","2020-08-24","bakery/deli","ready-to-eat and prepackaged food","packaged","brussels sprouts","package printed","","x0374107","3.99","IMG_4025","40.69485","-73.9949",""
"5fb845f1797bb408d1ba2b8a","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-29","1.89","IMG_3958","40.69415","-73.99233",""
"5fb84608797bb408d1ba2b8b","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-29","1.89","IMG_3959","40.69415","-73.99233",""
"5fb8461b797bb408d1ba2b8c","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-29","1.89","IMG_3960","40.69415","-73.99233",""
"5fb8462a797bb408d1ba2b8d","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-29","1.89","IMG_3961","40.69415","-73.99233",""
"5fb8463b797bb408d1ba2b8e","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-29","1.89","IMG_3962","40.69415","-73.99233",""
"5fb8464d797bb408d1ba2b8f","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-29","1.89","IMG_3963","40.69415","-73.99233",""
"5fb84674797bb408d1ba2b90","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-28","1.89","IMG_3965","40.69415","-73.99233",""
"5fb8469f797bb408d1ba2b91","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-29","1.89","IMG_3966","40.69415","-73.99233",""
"5fb846ac797bb408d1ba2b92","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-29","1.89","IMG_3967","40.69415","-73.99233",""
"5fb846bc797bb408d1ba2b93","2020-10-29","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","yogurt","package printed","","2020-10-23","1.89","IMG_3968","40.69415","-73.99233",""
"5fc3f347e12e1aa995d0b3ff","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","california roll sushi","sticker","sell thru","2020-11-19","5.95","IMG_3969","40.69789","-73.99267",""
"5fc3f396e12e1aa995d0b400","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","vegetable roll sushi","sticker","sell thru","2020-11-19","5.95","IMG_3970","40.69789","-73.99267",""
"5fc3f403e12e1aa995d0b401","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","lobster roll sushi","sticker","sell thru","2020-11-19","6.95","IMG_3977","40.69789","-73.99267",""
"5fc3f4d1e12e1aa995d0b402","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","rainbow roll sushi","sticker","sell thru","2020-11-20","12.95","IMG_3971","40.69789","-73.99267",""
"5fc3f522e12e1aa995d0b403","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","california roll sushi","sticker","sell thru","2020-11-19","5.95","IMG_3972","40.69789","-73.99267",""
"5fc3f54ce12e1aa995d0b404","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","crab & avocado brown roll sushi","sticker","sell thru","2020-11-19","5.95","IMG_3973","40.69789","-73.99267",""
"5fc3f672e12e1aa995d0b405","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","shrimp california roll sushi","sticker","sell thru","2020-11-19","6.95","IMG_3974","40.69789","-73.99267",""
"5fc3f687e12e1aa995d0b406","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","california roll sushi","sticker","sell thru","2020-11-19","5.95","IMG_3975","40.69789","-73.99267",""
"5fc3f696e12e1aa995d0b407","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","california roll sushi","sticker","sell thru","2020-11-19","5.95","IMG_3976","40.69789","-73.99267",""
"5fc3f9d2e12e1aa995d0b408","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","usda choice hereford small diced beef","sticker","sell by","2020-11-20","4.67","IMG_3978","40.69789","-73.99267",""
"5fc3fa91e12e1aa995d0b409","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","round bone lamb shoulder chops","sticker","sell by","2020-11-21","6.63","IMG_3979","40.69789","-73.99267",""
"5fc3fbf5e12e1aa995d0b40a","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","dark chocolate hummus","sticker","","2020-11-20","3.99","IMG_3980","40.69789","-73.99267",""
"5fc400abe12e1aa995d0b40b","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","cut cantaloupe","sticker","sell thru","2020-11-20","5.84","IMG_3981","40.69789","-73.99267",""
"5fc42e05e12e1aa995d0b40c","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","mixed fruit cup","sticker","sell thru","2020-11-21","5.94","IMG_3982","40.69789","-73.99267",""
"5fc42e51e12e1aa995d0b40d","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","honeydew cup","sticker","sell thru","2020-11-19","3.94","IMG_3983","40.69789","-73.99267",""
"5fc42e82e12e1aa995d0b40e","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","honeydew cup","sticker","sell thru","2020-11-19","3.24","IMG_3984","40.69789","-73.99267",""
"5fc42ec2e12e1aa995d0b40f","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","mixed fruit cup","sticker","sell thru","2020-11-19","5.73","IMG_3985","40.69789","-73.99267",""
"5fc42ef9e12e1aa995d0b410","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","pineapple cup","sticker","sell thru","2020-11-21","6.59","IMG_3986","40.69789","-73.99267",""
"5fc42f91e12e1aa995d0b411","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","grilled chicken with sesame noodle hot dinner","sticker","sell thru","2020-11-20","8.99","IMG_3988","40.69789","-73.99267",""
"5fc42fece12e1aa995d0b412","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","cut cantaloupe","sticker","sell thru","2020-11-20","5.64","IMG_3987","40.69789","-73.99267",""
"5fc4303ce12e1aa995d0b413","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","half chicken dinner","sticker","sell thru","2020-11-20","8.99","IMG_3989","40.69789","-73.99267",""
"5fc43082e12e1aa995d0b414","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","brisket of beef","sticker","sell thru","2020-11-19","13.64","IMG_3990","40.69789","-73.99267",""
"5fc430e0e12e1aa995d0b415","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","grilled chicken with sesame noodle hot dinner","sticker","sell thru","2020-11-20","8.99","IMG_3992","40.69789","-73.99267",""
"5fc43128e12e1aa995d0b416","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","brisket of beef","sticker","sell thru","2020-11-19","14.16","IMG_3991","40.69789","-73.99267",""
"5fc431aae12e1aa995d0b417","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","turkey wings smoked","sticker","sell by","2020-11-30","2.39","IMG_3993","40.69789","-73.99267",""
"5fc431e6e12e1aa995d0b418","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","mixed fruit cup","sticker","sell thru","2020-11-19","5.66","IMG_3994","40.69789","-73.99267",""
"5fc43224e12e1aa995d0b419","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","mixed fruit cup","sticker","sell thru","2020-11-19","5.8","IMG_3997","40.69789","-73.99267",""
"5fc4329ae12e1aa995d0b41a","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","honeydew cup","sticker","sell thru","2020-11-19","3.59","IMG_3996","40.69789","-73.99267",""
"5fc43303e12e1aa995d0b41b","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","turkey wings smoked","sticker","sell by","2020-11-30","2.03","IMG_3998","40.69789","-73.99267",""
"5fc43370e12e1aa995d0b41c","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","turkey drums","sticker","sell by","2020-11-20","2.24","IMG_3999","40.69789","-73.99267",""
"5fc433e4e12e1aa995d0b41d","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","chicken backs","sticker","sell by","2020-11-20","0.73","IMG_4004","40.69789","-73.99267",""
"5fc43475e12e1aa995d0b41e","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","packaged romaine lettuce","package printed","","2020-11-27","3.99","IMG_4002","40.69789","-73.99267",""
"5fc43584e12e1aa995d0b41f","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","turkey wings smoked","sticker","sell by","2020-11-30","1.91","IMG_4008","40.69789","-73.99267",""
"5fc4361de12e1aa995d0b420","2020-11-20","chain grocer","ready-to-eat, shelf-stable, frozen, and perishable food","perishable","mixed fruit cup","sticker","sell thru","2020-11-21","5.73","IMG_4009","40.69789","-73.99267",""
"6019ec67fa9ce8544fb3cda4","2020-12-18","health food grocer","ready-to-eat, shelf-stable, frozen, and perishable health food","shelf stable","chocolate-flavored vegan protein powder","package printed","best used by","2021-08-01","26.99","IMG_4011","40.69335","-73.9915",""
"6019ed91fa9ce8544fb3cda5","2020-12-18","health food grocer","ready-to-eat, shelf-stable, frozen, and perishable health food","perishable","organic broccoli sprouts","package printed","expires","2020-12-19","3.99","IMG_4013","40.69335","-73.9915",""
"6019ee4dfa9ce8544fb3cda6","2020-12-18","health food grocer","ready-to-eat, shelf-stable, frozen, and perishable health food","perishable","whole wheat pita bread","sticker","","2020-12-23","3.49","IMG_4014","40.69335","-73.9915",""
"6019eed8fa9ce8544fb3cda7","2020-12-18","health food grocer","ready-to-eat, shelf-stable, frozen, and perishable health food","perishable","sir kensington's special sauce","package printed","best if used by","2021-06-08","4.99","IMG_4049","40.69335","-73.9915",""
"6019efd7fa9ce8544fb3cda8","2020-12-18","health food grocer","ready-to-eat, shelf-stable, frozen, and perishable health food","perishable","garlic sauerkraut","sticker","best by","2021-01-03","10.49","IMG_4056","40.69335","-73.9915",""
"6019f02bfa9ce8544fb3cda9","2020-12-18","health food grocer","ready-to-eat, shelf-stable, frozen, and perishable health food","perishable","pistachio nutmilk","package printed","","2021-05-16","6.49","IMG_4051","40.69335","-73.9915",""
"6019f07bfa9ce8544fb3cdaa","2020-12-18","health food grocer","ready-to-eat, shelf-stable, frozen, and perishable health food","perishable","organic alfalfa sprouts","sticker","sell by","2020-12-25","1.99","IMG_4058","40.69335","-73.9915",""
"6019f08afa9ce8544fb3cdab","2020-12-18","health food grocer","ready-to-eat, shelf-stable, frozen, and perishable health food","perishable","organic alfalfa sprouts","sticker","sell by","2020-12-25","1.99","IMG_4059","40.69335","-73.9915",""
"6019f20cfa9ce8544fb3cdac","2020-12-18","health food grocer","ready-to-eat, shelf-stable, frozen, and perishable health food","perishable","gluten free whole grain bread","sticker","","2020-12-16","5.99","IMG_4069","40.69335","-73.9915",""
"6025beb3725181c8c2936464","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","flatbread pepperoni pizza","package printed","use by","2021-02-05","1.99","IMG_4064","40.6912","-73.98716",""
"6025bf29725181c8c2936465","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","flatbread pepperoni pizza","package printed","use by","2021-02-05","1.99","IMG_4066","40.6912","-73.98716",""
"6025bf3a725181c8c2936466","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","flatbread pepperoni pizza","package printed","use by","2021-02-05","1.99","IMG_4067","40.6912","-73.98716",""
"6025bf46725181c8c2936467","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","flatbread pepperoni pizza","package printed","use by","2021-02-05","1.99","IMG_4070","40.6912","-73.98716",""
"6025bf4f725181c8c2936468","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","flatbread pepperoni pizza","package printed","use by","2021-02-05","1.99","IMG_4071","40.6912","-73.98716",""
"6025bf6b725181c8c2936469","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","flatbread pepperoni pizza","package printed","use by","2021-02-05","1.99","IMG_4072","40.6912","-73.98716",""
"6025bfa6725181c8c293646a","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","egg salad sandwich","package printed","use by","2021-02-04","5.99","IMG_4074","40.6912","-73.98716",""
"6025c0ac725181c8c293646b","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","mandarin orange fruit cup","package printed","best by","2021-07-20","1.99","IMG_4075","40.6912","-73.98716",""
"6025c0b9725181c8c293646c","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","mandarin orange fruit cup","package printed","best by","2021-07-20","1.99","IMG_4076","40.6912","-73.98716",""
"6025c0f0725181c8c293646d","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","mandarin orange fruit cup","package printed","best by","2021-07-20","1.99","IMG_4077","40.6912","-73.98716",""
"6025c0fb725181c8c293646e","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","mandarin orange fruit cup","package printed","best by","2021-07-20","1.99","IMG_4078","40.6912","-73.98716",""
"6025c15f725181c8c293646f","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","flatbread pepperoni pizza","package printed","use by","2021-02-05","1.99","IMG_4079","40.6912","-73.98716",""
"6025c1ed725181c8c2936470","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","perishable","mandarin orange fruit cup","package printed","bb","2021-12-12","1.99","IMG_4081","40.6912","-73.98716",""
"6025c343725181c8c2936471","2021-02-05","drugstore","ready-to-eat, shelf-stable, and frozen food","packaged","multivitamin gummies","package printed","exp","2022-07-01","16.99","IMG_4083","40.6912","-73.98716",""
